MEDDRA_LLT_CODE,MEDDRA_LLT,SNOMED_CT_CODE,SNOMED_CT_FSN
10022016,Inguinal hernia,396232000,Inguinal hernia (disorder)
10022020,Inguinal hernia repair,44558001,Repair of inguinal hernia (procedure)
10022044,Injection site abscess,95382004,Injection site abscess (disorder)
10022049,Injection site bleeding,95385002,Injection site hemorrhage (disorder)
10022051,Injection site blisters,860896000,Injection site blister (disorder)
10022052,Injection site bruising,95401009,Injection site bruising (disorder)
10022053,Injection site burning,95389008,Injection site burning (disorder)
10022058,Injection site edema,95392007,Injection site edema (disorder)
10022061,Injection site erythema,213338000,Injection site erythema (disorder)
10022066,Injection site haematoma,95401009,Injection site bruising (disorder)
10022075,Injection site induration,95402002,Injection site induration (disorder)
10022076,Injection site infection,95381006,Injection site infection (disorder)
10022078,Injection site inflammation,95391000,Injection site inflammation (disorder)
10022080,Injection site itching,846686009,Injection site itching (finding)
10022081,Injection site mass,95395009,Injection site mass (disorder)
10022082,Injection site necrosis,95397001,Injection site necrosis (disorder)
10022085,Injection site oedema,95392007,Injection site edema (disorder)
10022086,Injection site pain,95388000,Injection site pain (disorder)
10022093,Injection site pruritus,863894003,Injection site pruritus (disorder)
10022094,Injection site rash,860897009,Injection site eruption (disorder)
10022098,Injection site redness,213338000,Injection site erythema (disorder)
10022102,Injection site tenderness,95388000,Injection site pain (disorder)
10022107,Injection site urticaria,95394008,Injection site urticaria (disorder)
10022116,Injury,417163006,Traumatic or non-traumatic injury (disorder)
10022118,Injury at work,371128008,Occupational injury (disorder)
10022123,Injury NOS,417163006,Traumatic or non-traumatic injury (disorder)
10022336,Injury to shoulder NOS,125594001,Injury of shoulder region (disorder)
10022402,INR increased,313341008,International normalized ratio above reference range (finding)
10022427,Insertion of ambulatory peritoneal catheter,180272001,Insertion of chronic ambulatory peritoneal dialysis catheter (procedure)
10022437,Insomnia,193462001,Insomnia (disorder)
10022442,Insomnia NOS,193462001,Insomnia (disorder)
10022462,Insufficiency cardiac,84114007,Heart failure (disorder)
10022467,Insufficiency renal,723188008,Renal insufficiency (disorder)
10022482,Insulin dependent diabetic,46635009,Diabetes mellitus type 1 (disorder)
10022489,Insulin resistance,763325000,Insulin resistance (disorder)
10022497,Insulin-dependent diabetes mellitus,46635009,Diabetes mellitus type 1 (disorder)
10022519,Intensive care,305351004,Admission to intensive care unit (procedure)
10022523,Intentional overdose,1149224003,Intentional overdose (disorder)
10022524,Intentional self-injury,276853009,Self inflicted injury (disorder)
10022559,Intermenstrual bleeding,237130006,Bleeding between periods (finding)
10022562,Intermittent claudication,63491006,Intermittent claudication (finding)
10022577,Internal haemorrhoids,90458007,Internal hemorrhoids (disorder)
10022580,Internal hemorrhoids,90458007,Internal hemorrhoids (disorder)
10022595,International normalised ratio increased,313341008,International normalized ratio above reference range (finding)
10022611,Interstitial lung disease,233703007,Interstitial lung disease (disorder)
10022617,Interstitial pneumonia,64667001,Interstitial pneumonia (disorder)
10022618,Interstitial pneumonitis,64667001,Interstitial pneumonia (disorder)
10022638,Intervertebral disc prolapse,73589001,Intervertebral disc prolapse (disorder)
10022687,Intestinal obstruction,81060008,Intestinal obstruction (disorder)
10022694,Intestinal perforation,56905009,Perforation of intestine (disorder)
10022696,Intestinal perforation NOS,56905009,Perforation of intestine (disorder)
10022727,Intoxication,75478009,Poisoning (disorder)
10022736,Intra-cerebral aneurysm operation,230897007,Surgical procedure on intracranial aneurysm (procedure)
10022751,Intracerebral bleed,274100004,Cerebral hemorrhage (disorder)
10022753,Intracerebral haemorrhage,274100004,Cerebral hemorrhage (disorder)
10022754,Intracerebral hemorrhage,274100004,Cerebral hemorrhage (disorder)
10022758,Intracranial aneurysm,128609009,Intracranial aneurysm (disorder)
10022763,Intracranial hemorrhage,1386000,Intracranial hemorrhage (disorder)
10022764,Intracranial hypertension,271719001,Raised intracranial pressure (finding)
10022804,Intraocular pressure decreased,23670006,Decreased intraocular pressure (finding)
10022805,Intraocular pressure high,112222000,Raised intraocular pressure (finding)
10022806,Intraocular pressure increased,112222000,Raised intraocular pressure (finding)
10022819,Intrauterine growth retardation,22033007,Fetal growth retardation (disorder)
10022830,Intravenous drug abuser,228388006,Intravenous drug user (finding)
10022831,Intravenous drug user (IVDU),228388006,Intravenous drug user (finding)
10022860,Intubation,52765003,Intubation (procedure)
10022863,Intussusception,49723003,Intussusception of intestine (disorder)
10022875,Invagination of intestine,49723003,Intussusception of intestine (disorder)
10022881,Invasive bronchopulmonary aspergillosis,3214003,Invasive pulmonary aspergillosis (disorder)
10022882,Invasive ductal breast cancer,408643008,Infiltrating duct carcinoma of breast (disorder)
10022955,Iritis,65074000,Iritis (disorder)
10022970,Iron deficiency,35240004,Iron deficiency (disorder)
10022972,Iron deficiency anaemia,87522002,Iron deficiency anemia (disorder)
10022974,Iron deficiency anemia,87522002,Iron deficiency anemia (disorder)
10022982,Iron low,165623008,Serum iron below reference range (finding)
10022983,Iron metabolism disorder,30913008,Disorder of iron metabolism (disorder)
10022991,Irregular menstrual cycle,80182007,Irregular periods (finding)
10022992,Irregular menstruation,80182007,Irregular periods (finding)
10022993,Irregular periods,80182007,Irregular periods (finding)
10022998,Irritability,55929007,Feeling irritable (finding)
10023000,Irritable,55929007,Feeling irritable (finding)
10023001,Irritable bladder,404220000,Irritability of urinary bladder (finding)
10023002,Irritable bowel,10743008,Irritable bowel syndrome (disorder)
10023003,Irritable bowel syndrome,10743008,Irritable bowel syndrome (disorder)
10023004,Irritable colon,10743008,Irritable bowel syndrome (disorder)
10023018,Irritative cough,49727002,Cough (finding)
10023024,Ischaemic heart disease,414545008,Ischemic heart disease (disorder)
10023027,Ischaemic stroke NOS,422504002,Ischemic stroke (disorder)
10023037,Ischemic colitis,30588004,Ischemic colitis (disorder)
10023041,Ischemic optic neuropathy,14357004,Ischemic optic neuropathy (disorder)
10023082,Itch,418290006,Itching (finding)
10023084,Itching,418290006,Itching (finding)
10023085,Itching - generalised,276444007,Generalized pruritus (finding)
10023086,Itching all over,276444007,Generalized pruritus (finding)
10023087,Itching both hands,890090001,Itching of bilateral hands (finding)
10023089,Itchy,418290006,Itching (finding)
10023090,Itchy eyes,74776002,Itching of eye (finding)
10023092,Itchy rash,64144002,Pruritic rash (disorder)
10023093,Itchy scalp,275921007,Scalp itchy (finding)
10023094,Itchy skin,418363000,Itching of skin (finding)
10023101,IUD embedded,12198241000119109,Malposition of intrauterine contraceptive device (disorder)
10023102,IUD expelled,169487009,Contraceptive intrauterine device expelled (finding)
10023126,Jaundice,18165001,Jaundice (finding)
10023157,Jaw pain,274667000,Jaw pain (finding)
10023180,Jejunostomy,265379004,Creation of jejunostomy (procedure)
10023188,Jerkiness,249966004,Spasmodic movement (finding)
10023189,Jerky movement NOS,249962002,Uneven movement (finding)
10023191,Jitteriness,424196004,Feeling nervous (finding)
10023197,Joint ache,57676002,Pain of joint (finding)
10023204,Joint dislocation,108367008,Dislocation of joint (disorder)
10023211,Joint disorder,399269003,Arthropathy (disorder)
10023215,Joint effusion,387637008,Effusion of joint (disorder)
10023216,Joint infection,363162000,Infectious disorder of joint (disorder)
10023217,Joint inflammation,3723001,Arthritis (disorder)
10023218,Joint injection,27813003,Intra-articular injection (procedure)
10023222,Joint pain,57676002,Pain of joint (finding)
10023227,Joint replacement,1288025000,Prosthetic arthroplasty of joint (procedure)
10023230,Joint stiffness,84445001,Joint stiffness (finding)
10023232,Joint swelling,271771009,Joint swelling (finding)
10023250,Juvenile chronic polyarthritis,16044751000119106,Polyarticular juvenile idiopathic arthritis (disorder)
10023267,Juvenile rheumatoid arthritis,410502007,Juvenile idiopathic arthritis (disorder)
10023284,Kaposi's sarcoma,109385007,Kaposi's sarcoma (disorder)
10023320,Kawasaki's disease,75053002,Acute febrile mucocutaneous lymph node syndrome (disorder)
10023332,Keratitis,5888003,Keratitis (disorder)
10023368,Keratosis,254666005,Keratosis (disorder)
10023379,Ketoacidosis,56051008,Ketoacidosis (disorder)
10023392,Ketosis-prone diabetes mellitus,890171006,Ketosis-prone diabetes mellitus (disorder)
10023400,Kidney cancer,363518003,Malignant tumor of kidney (disorder)
10023406,Kidney carcinoma,363518003,Malignant tumor of kidney (disorder)
10023417,Kidney dysfunction,236423003,Renal impairment (disorder)
10023418,Kidney failure,42399005,Renal failure syndrome (disorder)
10023419,Kidney failure acute,14669001,Acute kidney injury (disorder)
10023420,Kidney failure chronic,90688005,Chronic renal failure syndrome (disorder)
10023422,Kidney function abnormal,39539005,Abnormal renal function (finding)
10023424,Kidney infection,129128006,Infectious disorder of kidney (disorder)
10023432,Kidney pain,274279008,Renal pain (finding)
10023436,Kidney stone,95570007,Kidney stone (disorder)
10023437,Kidney stones,95570007,Kidney stone (disorder)
10023438,Kidney transplant,70536003,Transplant of kidney (procedure)
10023439,Kidney transplant rejection,236570004,Renal transplant rejection (disorder)
10023469,Knee arthroplasty,19063003,Arthroplasty of knee (procedure)
10023474,Knee effusion,202381003,Knee joint effusion (disorder)
10023476,Knee osteoarthritis,239873007,Osteoarthritis of knee (disorder)
10023477,Knee pain,1003721002,Pain of joint of knee (finding)
10023479,Knee total replacement,609588000,Prosthetic total arthroplasty of knee joint (procedure)
10023506,Kyphoscoliosis,405773007,Kyphoscoliosis deformity of spine (disorder)
10023509,Kyphosis,414564002,Kyphosis deformity of spine (disorder)
10023524,Lab test abnormal,165346000,Laboratory test result abnormal (situation)
10023547,Laboratory test abnormal,165346000,Laboratory test result abnormal (situation)
10023567,Labyrinthitis,23919004,Labyrinthitis (disorder)
10023572,Laceration,312608009,Laceration - injury (disorder)
10023610,Lack of drug effect,58848006,Lack of drug action (finding)
10023614,Lack of motivation,277521002,Loss of motivation (finding)
10023642,Lacrimation decreased,246850001,Scanty tear production (finding)
10023654,Lactate dehydrogenase increased,396697000,Serum lactate dehydrogenase level above reference range (finding)
10023660,Lactate increased,7501002,Lactic acid level above reference range (finding)
10023676,Lactic acidosis,91273001,Lactic acidosis (disorder)
10023681,Lactose intolerance,782415009,Intolerance to lactose (finding)
10023682,Lactose intolerant,782415009,Intolerance to lactose (finding)
10023687,Laminectomy spinal,387731002,Excision of lamina of vertebra (procedure)
10023696,Laparotomy,86481000,Laparotomy (procedure)
10023825,Laryngeal cancer,363429002,Malignant tumor of larynx (disorder)
10023838,Laryngeal edema,51599000,Edema of larynx (disorder)
10023845,Laryngeal oedema,51599000,Edema of larynx (disorder)
10023874,Laryngitis,45913009,Laryngitis (disorder)
10023891,Laryngospasm,406444002,Laryngeal spasm (disorder)
10023929,Lassitude,13791008,Asthenia (finding)
10024032,Lateral epicondylitis,202855006,Lateral epicondylitis (disorder)
10024044,Laxative supportive care,773905006,Laxative therapeutic role (role)
10024051,LDH increased,396697000,Serum lactate dehydrogenase level above reference range (finding)
10024057,LDL increased,445445006,Low density lipoprotein cholesterol above reference range (finding)
10024092,Learning disability,1855002,Developmental academic disorder (disorder)
10024100,Left bundle branch block,63467002,Left bundle branch block (disorder)
10024106,Left heart failure,85232009,Left heart failure (disorder)
10024107,Left hemicolectomy,82619000,Left colectomy (procedure)
10024109,Left inguinal hernia,236022004,Left inguinal hernia (disorder)
10024119,Left ventricular failure,85232009,Left heart failure (disorder)
10024124,Leg amputation,397117006,Amputation of lower limb (procedure)
10024125,Leg cramps,449917004,Cramp in lower limb (finding)
10024127,Leg edema,102572006,Edema of lower extremity (finding)
10024128,Leg fracture,46866001,Fracture of lower limb (disorder)
10024129,Leg oedema,102572006,Edema of lower extremity (finding)
10024130,Leg pain,10601006,Pain in lower limb (finding)
10024132,Leg spasticity,394679006,Lower limb spasticity (finding)
10024135,"Legal blindness, as defined in U.S.A.",193731001,Legal blindness (United States of America) (disorder)
10024184,Leiomyoma,146801000119103,Leiomyoma (disorder)
10024189,Leiomyosarcoma,443719001,Leiomyosarcoma (disorder)
10024206,Lens implant,69724002,Implantation of prosthetic intraocular lens (procedure)
10024262,Lethargic,214264003,Lethargy (finding)
10024264,Lethargy,214264003,Lethargy (finding)
10024279,Leucocytosis NOS,111583006,Leukocytosis (disorder)
10024283,Leucopenia,84828003,Leukopenia (disorder)
10024288,Leukaemia,93143009,"Leukemia, disease (disorder)"
10024329,Leukemia,93143009,"Leukemia, disease (disorder)"
10024377,Leukocytoclastic vasculitis,60555002,Hypersensitivity angiitis (disorder)
10024378,Leukocytosis,111583006,Leukocytosis (disorder)
10024380,Leukoderma,23006000,Hypopigmentation of skin (disorder)
10024382,Leukoencephalopathy,22811006,Leukoencephalopathy (disorder)
10024384,Leukopenia,84828003,Leukopenia (disorder)
10024419,Libido decreased,8357008,Reduced libido (finding)
10024429,Lichen planus,4776004,Lichen planus (disorder)
10024434,Lichen sclerosus,895454001,Lichen sclerosus (disorder)
10024453,Ligament sprain,398878007,Sprain of ligament (disorder)
10024461,Light headedness,386705008,Lightheadedness (finding)
10024490,Light-headed,386705008,Lightheadedness (finding)
10024491,Light-headed feeling,386705008,Lightheadedness (finding)
10024492,Lightheadedness,386705008,Lightheadedness (finding)
10024509,Limbs stiffness,225610004,Stiff limbs (finding)
10024553,Lip edema,699376002,Lip swelling (finding)
10024558,Lip oedema,699376002,Lip swelling (finding)
10024570,Lip swelling,699376002,Lip swelling (finding)
10024574,Lipase increased,432034007,Pancreatic lipase above reference range (finding)
10024582,Lipid metabolism disorder NOS,267431006,Disorder of lipid metabolism (disorder)
10024588,Lipids abnormal,166818002,Lipids outside reference range (finding)
10024590,Lipids blood increased,166816003,Serum lipids above reference range (finding)
10024592,Lipids increased,124042003,Lipid above reference range (finding)
10024608,Lipodystrophy,71325002,Lipodystrophy (disorder)
10024612,Lipoma,93163002,Lipoma (disorder)
10024614,Lipoma excision,274068006,Excision of lipoma (procedure)
10024627,Liposarcoma,254829001,Liposarcoma (disorder)
