TVP_PROF_ID,TITLE,ATTRIBUTE NAME,INDICATION,PROJECT CODE,PROJECT NAME,COMMENTS,STATUS,CREATED BY,MODIFIED BY,CREATED,MODIFIED
203,That will,Payers,SAR447537_IND001,SAR447537,AAT,"- Improvement in patient QOL and lung protection 
- Good safety profile
- Improved compliance",Draft,Sandrine.Turpault@sanofi.com,Sandrine.Turpault@sanofi.com,2024-10-15 17:42:00.000,2025-09-11 19:50:00.000
104,That will,Patients,SP0178_IND002,SP0178,Fluzone High-Dose Quadrivalent,"Help preserve my health status by preventing flu and its complications
",Draft,Michael.Seprish@sanofi.com,Michael.Seprish@sanofi.com,2024-10-03 19:35:00.000,2024-10-03 19:35:00.000
216,That will,Patients,SP0269_IND001,SP0269,Chlamydia mRNA,"Prevention of asymptomatic infections that would normally go undiagnosed and reduce the probability to infect a partner 
Prevention of psychological burden from chlamydia diagnosis
Reduction in risk of pregnancy complications or perinatal transmission 
Avoidance of use of antibiotics",Published,Michael.Seprish@sanofi.com,Michael.Seprish@sanofi.com,2024-10-17 00:55:00.000,2024-10-17 01:12:00.000
770,That will,Payers,,SAR446878,CD22 CAR-T,"<ul><li style=""margin-left: 18px; text-align: left;"" class=""O1""><span><span><span><span><span><span><span style=""font-size:7.0pt""><span><span style=""color:black""><span>Will PFS and ORR/CRR be sufficient to validate benefit without OS?</span></span></span></span></span></span></span></span></span></span></li><li style=""margin-left: 18px; text-align: left;"" class=""O1""><span><span><span><span><span><span><span style=""font-size:7.0pt""><span><span style=""color:black""><span>Overall budget impact to be further assessed (vs autologous CAR-T) for 3L+ pts who receive CAR-T</span></span></span></span></span></span></span></span></span></span></li><li style=""margin-left: 54px; text-align: left;"" class=""O2""><span><span><span><span><span><span><span style=""font-size:7.0pt""><span><span style=""color:black""><span>outpatient setting and limited AE management challenges</span></span></span></span></span></span></span></span></span></span></li><li style=""margin-left: 54px; text-align: left;"" class=""O2""><span><span><span><span><span><span><span style=""font-size:7.0pt""><span><span style=""color:black""><span>easier access increases size of eligible population, as does indication (CAR-T ineligible)</span></span></span></span></span></span></span></span></span></span></li><li style=""margin-left: 18px; text-align: left;"" class=""O1""><span><span><span><span><span><span style=""font-size:7.0pt""><span><span style=""color:black""><span>Superior outcomes when delivered in earlier lines</span></span></span></span></span></span></span></span></span></li></ul>",Draft,Soraya.Hoelper@sanofi.com,Soraya.Hoelper@sanofi.com,2025-09-11 16:03:00.000,2025-09-11 16:03:00.000
749,That will,Payers,SAR446878_IND001,SAR446878,CD22 CAR-T,"<ul><li style=""margin-left: 18px; text-align: left;"" class=""O1""><span><span><span><span><span><span style=""font-size:8.0pt""><span><span style=""color:black""><span>High unmet need in this setting of patients, few options</span></span></span></span></span></span></span></span></span></li><li style=""margin-left: 18px; text-align: left;"" class=""O1""><span><span><span><span><span><span style=""font-size:8.0pt""><span><span style=""color:black""><span>OS is “gold standard” for payers, allowing for price premium over trial comparator, but PFS is likely to be accepted as proxy until data maturation</span></span></span></span></span></span></span></span></span></li><li style=""margin-left: 18px; text-align: left;"" class=""O1""><span><span><span><span><span><span><span style=""font-size:8.0pt""><span><span style=""color:black""><span>Overall budget impact and cost effectiveness to be further assessed but likely positive as models are sensitive to OS</span></span></span></span></span></span></span></span></span></span></li></ul>",Published,Soraya.Hoelper@sanofi.com,Soraya.Hoelper@sanofi.com,2025-09-11 15:39:00.000,2025-09-11 16:06:00.000
198,Who,,SAR447537_IND001,SAR447537,AAT,"Adult patients seeking better lung protection compared to Standard of Care (SoC), leading to reduction in disease progression, maintenance of better Quality of Life (QoL), reduction in the need of lung transplant and improvement in survival",Draft,Sandrine.Turpault@sanofi.com,Sandrine.Turpault@sanofi.com,2024-10-15 17:42:00.000,2025-09-11 19:49:00.000
197,For,,SAR447537_IND001,SAR447537,AAT,"Adult patients with clinically evident emphysema due to hereditary deficiency of alpha-1-antitrypsin (AATD), including but not limited to patients with PiZZ, PiZ/Null, PiMalton/z, PiNull/Null, and other rare genotypes. PiSZ and severe MZ genotypes with a high risk of lung disease progression should also be considered for treatment. AATD is estimated to affect 1/2,500 people (of European descent) in the United States (US), Australia and Europe (approximately 132,000 adults in the US and EU) and approximately 3% of the chronic obstructive pulmonary disease (COPD) population  is thought to have AATD.",Draft,Sandrine.Turpault@sanofi.com,Sandrine.Turpault@sanofi.com,2024-10-15 17:42:00.000,2025-09-11 19:49:00.000
105,That will,Payers,SP0178_IND002,SP0178,Fluzone High-Dose Quadrivalent,"Have similar safety profile to SoC
Be cost-effective vs SoC by reducing clinical outcomes outside of influenza alone, such as cardiorespiratory endpoints
",Draft,Michael.Seprish@sanofi.com,Michael.Seprish@sanofi.com,2024-10-03 19:35:00.000,2024-10-03 19:35:00.000
514,Our product is,Versus current SoC,LC81277_IND001,LC81277,GPC3 x CD16 Nanobody VHH (NKCE) (LC81277),"Current SOC Atezo/beva, durva/treme, 
Previous GPC3 TCE had rough forecast ~€750M at peak for 1L HCC with additional potential value from NSCLC. Assumptions to be further validated before M2 based on expectations about asset. 

",Published,Christophe.Philippo@sanofi.com,Christophe.Philippo@sanofi.com,2024-12-12 10:13:00.000,2024-12-12 10:15:00.000
515,Our product is,Versus future SoC/Main Competitors,LC81277_IND001,LC81277,GPC3 x CD16 Nanobody VHH (NKCE) (LC81277),emerging ipi nivo; TKIs,Published,Christophe.Philippo@sanofi.com,Christophe.Philippo@sanofi.com,2024-12-12 10:13:00.000,2024-12-12 10:16:00.000
364,That will,Payers,SAR444671_IND007,SAR444671,rilzabrutinib,"- (Non- Type 2) Superior efficacy in patients with non type 2 leading to improvements in morbidity including reduction in hospital days, emergency room visits, and lost work/school days​.
- (Type 2) Less costly alternative to biologics for type 2 population​.
- Oral OCS-sparing effect (TBC).",Published,Yasuhiro.Maruhashi@sanofi.com,Yasuhiro.Maruhashi@sanofi.com,2024-10-29 21:07:00.000,2024-10-29 21:07:00.000
358,For,,SAR444671_IND007,SAR444671,rilzabrutinib,Patients 12 years and older with uncontrolled asthma (defined as ACQ5 ≥1.5) who are on medium-high dose inhaled corticosteroid (ICS) plus long-acting β2 adrenergic agonist (LABA) therapy with/without asthma exacerbation (severe/non-severe) in past year,Published,Yasuhiro.Maruhashi@sanofi.com,Yasuhiro.Maruhashi@sanofi.com,2024-10-29 21:07:00.000,2024-10-29 21:07:00.000
360,Our product is,Versus current SoC,SAR444671_IND007,SAR444671,rilzabrutinib,"vs. Biologic SoC:
The first BTKi indicated in Asthma, combining oral convenience, fast and sustained asthma symptom control, reduce exacerbation and good tolerability.
(Indirect treatment comparison): ​
- More convenient route of administration - oral BID​.
- Superior efficacy in achieving fast and sustained asthma control across all symptom in ACQ5 and regradless of type-2 phenotype​.
- Efficacy in reduction in exacerbations in non type-2 patients.
- Well tolerated, no injection site reaction, anaphylaxis, hypereosinophilia, no immunogenicity.",Published,Yasuhiro.Maruhashi@sanofi.com,Yasuhiro.Maruhashi@sanofi.com,2024-10-29 21:07:00.000,2024-10-29 21:07:00.000
361,Our product is,Versus future SoC/Main Competitors,SAR444671_IND007,SAR444671,rilzabrutinib,"vs. Tezepelumab:
The first BTKi indicated in Asthma, combining oral convenience, fast and sustained asthma symptom control, reduce exacerbation and good tolerability.
(Indirect treatment comparison):
- More convenient route of administration - oral BID​.
- Superior efficacy in achieving fast and sustained asthma control across all symptom improvements in ACQ5.
- Well tolerated, no injection site reaction, hypersensitivity, immunogenicity.",Published,Yasuhiro.Maruhashi@sanofi.com,Yasuhiro.Maruhashi@sanofi.com,2024-10-29 21:07:00.000,2024-10-29 21:07:00.000
362,That will,Prescribers,SAR444671_IND007,SAR444671,rilzabrutinib,"- Reduction of severe and non-severe exacerbations vs. ICS + LABA​.
- Rapid improvement  in asthma symptoms control and quality of life and  vs. ICS + LABA​.
- Increase adherence by eliminating inhaler technique or injectable issues​.
- Alternative to patients who are not eligible for biologics​.
- Not associated with safety concerns requiring close monitoring.",Published,Yasuhiro.Maruhashi@sanofi.com,Yasuhiro.Maruhashi@sanofi.com,2024-10-29 21:07:00.000,2024-10-29 21:07:00.000
200,Our product is,Versus future SoC/Main Competitors,SAR447537_IND001,SAR447537,AAT,"- Broader anti-protease profile when compared with specific oral anti-elastase inhibitors
- Potential to be the augmentation of choice to prevent lung damage upon siRNA treatment for AATD liver disease
- Achievement of consistent levels in pulmonary epithelial lining fluid (PELF) after infusion with a monthly infusion",Draft,Sandrine.Turpault@sanofi.com,Sandrine.Turpault@sanofi.com,2024-10-15 17:42:00.000,2025-09-11 19:49:00.000
102,Our product is,Versus future SoC/Main Competitors,SP0178_IND002,SP0178,Fluzone High-Dose Quadrivalent,"Address an unmet medical need with a vaccine specifically formulated for older adults who suffer disproportionately from influenza and its complications due to their reduced response to vaccination and higher level of comorbidities.
Be superior to standard dose influenza vaccines in reducing influenza-related complications, hospitalizations and cardiorespiratory endpoints, demonstrated across Japanese and overseas RCTs, and real world settings.
",Draft,Michael.Seprish@sanofi.com,Michael.Seprish@sanofi.com,2024-10-03 19:35:00.000,2024-10-03 19:35:00.000
100,Who,,SP0178_IND002,SP0178,Fluzone High-Dose Quadrivalent,"Japanese NIP category B population (60-64 yr high risk & 65+ yr population)
",Draft,Michael.Seprish@sanofi.com,Michael.Seprish@sanofi.com,2024-10-03 19:35:00.000,2024-10-03 19:35:00.000
101,Our product is,Versus current SoC,SP0178_IND002,SP0178,Fluzone High-Dose Quadrivalent,"The first influenza vaccine to offer a superior immune response against influenza virus, as well as protection against hospitalizations and cardiorespiratory endpoints. This level of protection is associated with a strong health economic profile, demonstrated consistently across multiple seasons and settings.  
",Draft,Michael.Seprish@sanofi.com,Michael.Seprish@sanofi.com,2024-10-03 19:35:00.000,2024-10-03 19:35:00.000
103,That will,Prescribers,SP0178_IND002,SP0178,Fluzone High-Dose Quadrivalent,"Help preserve the health status of my patients who suffer disproportionately from flu and its complications
",Draft,Michael.Seprish@sanofi.com,Michael.Seprish@sanofi.com,2024-10-03 19:35:00.000,2024-10-03 19:35:00.000
190,For,,SP0282_IND001,SP0282,ExPec,"All individuals 60/65 years old and older.
",Published,Audrey.Toinon@sanofi.com,Audrey.Toinon@sanofi.com,2024-10-14 15:24:00.000,2024-12-17 10:48:00.000
192,Our product is,Versus current SoC,SP0282_IND001,SP0282,ExPec,"No preventative option currently available or in clinical development for IED
Current SoC is treatment by antibiotics and supportive care
",Published,Audrey.Toinon@sanofi.com,Audrey.Toinon@sanofi.com,2024-10-14 15:24:00.000,2024-12-17 10:49:00.000
193,Our product is,Versus future SoC/Main Competitors,SP0282_IND001,SP0282,ExPec,"No competition expected at launch (FIC vaccine)
Expected replacement by Next Gen vaccine to broaden the protection and increase the value perception in more countries
",Published,Audrey.Toinon@sanofi.com,Audrey.Toinon@sanofi.com,2024-10-14 15:24:00.000,2024-12-17 10:49:00.000
195,That will,Patients,SP0282_IND001,SP0282,ExPec,"- Prevention of hospitalization associated with potential severe sequelae and high mortality rate
- A single dose to be protected for at least 7 years
- Impact on QoL and frailty 
",Published,Audrey.Toinon@sanofi.com,Audrey.Toinon@sanofi.com,2024-10-14 15:24:00.000,2024-12-17 10:49:00.000
196,That will,Payers,SP0282_IND001,SP0282,ExPec,"- Value based price (mainly driven by impact on mortality)
- Reduction of HCRU (Reduction of hospitalizations / Potential mitigation of the AMR risk and associated economic burden / Prevention of complications and sequelae)
- Impact on caregiver
- Impact on QoL and frailty 
- Long and sustained duration of protection
",Published,Audrey.Toinon@sanofi.com,Audrey.Toinon@sanofi.com,2024-10-14 15:24:00.000,2024-12-17 10:49:00.000
191,Who,,SP0282_IND001,SP0282,ExPec,"Prevention of invasive E.coli disease (IED), including sepsis and bacteremia, caused by O-serotypes 1A, 2, 4, 6A, 15, 16, 18A, 25B, and 75

",Published,Audrey.Toinon@sanofi.com,Audrey.Toinon@sanofi.com,2024-10-14 15:24:00.000,2024-12-17 10:49:00.000
194,That will,Prescribers,SP0282_IND001,SP0282,ExPec,"- Prevention of cases associated with high morbidity and mortality
- Reduction in the use of antibiotics (potential impact on AMR)
",Published,Audrey.Toinon@sanofi.com,Audrey.Toinon@sanofi.com,2024-10-14 15:24:00.000,2024-12-17 10:49:00.000
742,That will,Payers,SP0338_IND001,SP0338,CT+NG,"<div style=""margin-left:12px; text-align:left""><span style=""font-size:14px"">•<span style=""color:black"">Safe and efficacious intervention to reduce burden of Chlamydia and/or Gonorrhea infection</span></span></div><div style=""margin-left:12px; text-align:left"" class=""O0""><span style=""font-size:14px"">•<span style=""color:black"">Cost-effective intervention*</span></span></div><div style=""margin-left:12px; text-align:left""><span style=""font-size:14px"">•<span style=""color:black"">Reduction in absenteeism and productivity losses due to disease complications.​​​​​​​​​​​​​​</span></span></div><div style=""margin-left:12px; text-align:left""><span style=""font-size:14px""><span style=""color:black"">Contribution to antimicrobial stewardship</span></span></div>",Draft,Michael.Seprish@sanofi.com,Michael.Seprish@sanofi.com,2025-08-11 17:26:00.000,2025-08-11 17:26:00.000
737,Who,,SP0338_IND001,SP0338,CT+NG,"<p style=""text-align:left""><span><span><span><span><span><span style=""font-size:9.0pt""><span><span style=""color:black""><span><span><span><span>P<span style=""font-size:14px"">rotection against primary infection and re-infection of symptomatic and asymptomatic CT and NG resulting in&nbsp;urogenital diseases&nbsp;and long-term sequelae (i.e., PID, infertility)&nbsp;</span></span></span></span></span></span></span></span></span></span></span></span></span></p>",Draft,Michael.Seprish@sanofi.com,Michael.Seprish@sanofi.com,2025-08-11 17:26:00.000,2025-08-11 17:26:00.000
738,Our product is,Versus current SoC,SP0338_IND001,SP0338,CT+NG,"<table><colgroup><col /><col /><col /></colgroup><tbody><tr><td class=""oa1""><div style=""margin-left:12px; text-align:left""><span style=""font-size:14px"">•<span style=""color:black"">Chlamydia: Individual protection with efficacy of 80% (Prevention of Infection) across all genital serovars</span></span></div><div style=""margin-left:12px; text-align:left""><span style=""font-size:14px"">•<span style=""color:black"">Gonorrhea: Individual protection with efficacy of 80% (Prevention of Infection) across PorB.IA and PorB.IB strains</span></span></div><div style=""margin-left:12px; text-align:left"" class=""O0""><span style=""font-size:14px""><span style=""color:black"">•Protection from infection for at least 5 years, and longer protection through booster&nbsp;immunization</span></span></div><div style=""margin-left:12px; text-align:left"" class=""O0""><span style=""font-size:14px"">•<span style=""color:black"">Similar safety profile to licensed vaccines in this age group (i.e., HPV à TBC)</span></span></div><div style=""margin-left:12px; text-align:left"" class=""O0""><span style=""font-size:14px"">•<span style=""color:black"">Reduced risk of developing long-term sequelae from the (undetected/untreated) infection&nbsp;</span></span></div><div style=""margin-left:12px; text-align:left"" class=""O0""><span style=""font-size:14px"">•<span style=""color:black"">Decreased circulation of the pathogen and therefore reduce the overall incidence rate of the&nbsp;disease</span></span></div><div style=""margin-left:12px; text-align:left"" class=""O0""><span style=""font-size:14px"">•<span style=""color:black"">Reduced risk of infertility in both sexes</span></span></div><div style=""margin-left:12px; text-align:left"" class=""O0""><span style=""font-size:14px"">•<span style=""color:black"">Possible reduction in risk of pregnancy complications or perinatal transmission&nbsp;</span></span></div><div style=""margin-left:12px; text-align:left"" class=""O0""><span style=""font-size:14px"">•<span style=""color:black"">Contribution&nbsp;to antimicrobial stewardship</span></span></div></td></tr><tr><td style=""text-align:center"" class=""oa4""><p style=""text-align:center""><span style=""font-size:24px""><span><span><span><span><span><span><span><span><span><span><span style=""font-size:13.0pt""><span><span style=""color:white""><span><strong>Prescribers</strong></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></p></td><td style=""text-align:center"" class=""oa5""><p style=""text-align:center""><span style=""font-size:24px""><span><span><span><span><span><span><span><span><span><span><span style=""font-size:13.0pt""><span><span style=""color:white""><span><strong>Patients</strong></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></p></td><td style=""text-align:center"" class=""oa5""><p style=""text-align:center""><span style=""font-size:24px""><span><span><span><span><span><span><span><span><span><span><span style=""font-size:13.0pt""><span><span style=""color:white""><span><strong>Payers</strong></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></p></td></tr></tbody></table>",Draft,Michael.Seprish@sanofi.com,Michael.Seprish@sanofi.com,2025-08-11 17:26:00.000,2025-08-11 17:26:00.000
363,That will,Patients,SAR444671_IND007,SAR444671,rilzabrutinib,"- Rapid improvement of asthma symptoms and increased ability to lead a normal life​.
- Reduced exposure to steroids – oral and inhaled.​
- Reduced use of inhaled reliever medication​.
- Improved dosing assurance​.
- Minimal safety concerns​.
- Alternative to patients who are not eligible or do not prefer injectable therapies.",Published,Yasuhiro.Maruhashi@sanofi.com,Yasuhiro.Maruhashi@sanofi.com,2024-10-29 21:07:00.000,2024-10-29 21:07:00.000
675,Our product is,Versus current SoC,SAR447816_IND001,SAR447816,uliledlimab,"A CD73 inhibitor monoclonal antibody that can improve response rate, OS, PFS, and HRQoL as a combination therapy with PD1 agent in biomarker selected 1L NSCLC population
Combination with PD1 vs PD1 alone
ORR: 60% to 27%​
PFS: 8.7m to 5.4m​
OS: 24m to 16.7m​
",Published,Ivy.Ni@sanofi.com,Ivy.Ni@sanofi.com,2025-02-27 04:16:00.000,2025-02-27 10:27:00.000
116,Our product is,Versus future SoC/Main Competitors,SAR650984_IND004,SAR650984,Sarclisa,"Offering a treatment alternative with significantly better progression free survival (PFS)  when combined with emerging SOC (VRd)  vs VRd plus a manageable tolerability profile preserving quality of life (no QOL detrement) in NDMM patients


1L Ti
SoC likely unchanged: DRd in Ti (MAIA), as DVRd / CEPHEUS primary endpoint: MRD (completion April 2021, changed  August 29, 2025 in CT.gov, likely based on Final Analysis for PFS)
",Draft,Stephanie.Rayet@sanofi.com,Pascale.Beltran@sanofi.com,2024-10-03 20:29:00.000,2025-02-18 20:20:00.000
113,For,,SAR650984_IND004,SAR650984,Sarclisa,"Newly diagnosed treatment naive multiple myeloma patients
",Draft,Stephanie.Rayet@sanofi.com,Pascale.Beltran@sanofi.com,2024-10-03 20:29:00.000,2025-02-18 20:19:00.000
114,Who,,SAR650984_IND004,SAR650984,Sarclisa,"Are not eligible for autologous stem cell transplant (ASCT) or with no intent for ASCT as initial therapy 1)




 1) : Phase 1b/2 multi cohort uncontrolled study which assessed same combination in both transplant-ineligible and patients with no initial intent for transplant patients.",Draft,Stephanie.Rayet@sanofi.com,Pascale.Beltran@sanofi.com,2024-10-03 20:29:00.000,2025-02-18 20:19:00.000
119,That will,Payers,SAR650984_IND004,SAR650984,Sarclisa,"Better efficacy, manageable tolerability, and HRQOL preservation (select markets)
If FDA approved,  US coverage PA to label
Select small Ex-US Markets and CN
MAIA is reimbursed in all major markets except CN
If MAIA not reimbursed, significant budget impact vs Gx 1L options (V- or R- based): Challenging cost-effectiveness.
If VRd not reimbursed and/or in guidelines, challenges expected re: relevance of study comparator (e.g., FR)
",Draft,Stephanie.Rayet@sanofi.com,Pascale.Beltran@sanofi.com,2024-10-03 20:29:00.000,2025-02-18 20:20:00.000
141,For,,SAR650984_IND005,SAR650984,Sarclisa,"Newly diagnosed treatment naive multiple myeloma patients
",Published,Stephanie.Rayet@sanofi.com,Stephanie.Rayet@sanofi.com,2024-10-07 20:51:00.000,2024-10-23 19:35:00.000
142,Who,,SAR650984_IND005,SAR650984,Sarclisa,"are eligible for autologous stem cell transplant (ASCT) (10K patients in the US, 9K in EU5, 2K in Japan)
",Published,Stephanie.Rayet@sanofi.com,Stephanie.Rayet@sanofi.com,2024-10-07 20:52:00.000,2024-10-23 19:35:00.000
144,Our product is,Versus future SoC/Main Competitors,SAR650984_IND005,SAR650984,Sarclisa,"An alternative treatment option which, when given in combination with VRd as induction treatment prior to ASCT, significantly extends progression free survival (PFS) while preserving QoL vs. VRd alone. No significant additive AEs vs. VRd and consistent with known safety profile of isatuximab

PERSEUS Ph3 study of DVRd vs. VRd is approved by US FDA and will be approved by EMA prior to GMMG-HD7 induction approval 
No naïve comparison of numerical values vs PERSEUS should be done due to differences in study design & reported outcomes
Consistent overwhelming efficacy of CD38+VRd
",Published,Stephanie.Rayet@sanofi.com,Stephanie.Rayet@sanofi.com,2024-10-07 20:52:00.000,2024-10-23 19:35:00.000
408,Who,,SAR444671_IND009,SAR444671,rilzabrutinib,"Seek a treatment that jointly addresses the cardinal complications of the disease, i.e VOCs and anemia, with convenient RoA ",Published,Angela.Dudda@sanofi.com,Angela.Dudda@sanofi.com,2024-11-01 12:38:00.000,2024-11-29 16:57:00.000
411,That will,Prescribers,SAR444671_IND009,SAR444671,rilzabrutinib,"- Offers a treatment option that is applicable to a broad patient population
- Addresses both anemia and VOC",Published,Angela.Dudda@sanofi.com,Angela.Dudda@sanofi.com,2024-11-01 12:38:00.000,2024-11-29 16:57:00.000
412,That will,Patients,SAR444671_IND009,SAR444671,rilzabrutinib,"- Significantly reduces patient burden:
   a) Reduces occurrence of acute crises and hospitalizations
   b) Reduces dependence on blood transfusions
- Decrease chronic and sickle cell pain crisis and fatigue
- Improves quality of life, patient productivity (e.g., less missed school or work’s days)
- Decrease of opioid drugs use
- LCM: Potentially prevents further disease progression / organ damage and potentially extend life expectancy (?)",Published,Angela.Dudda@sanofi.com,Angela.Dudda@sanofi.com,2024-11-01 12:38:00.000,2024-11-29 16:57:00.000
409,Our product is,Versus current SoC,SAR444671_IND009,SAR444671,rilzabrutinib,"Rilzabrutinib is an oral BTKi that will be first-in-class providing treatment for sickle cell disease patient by decreasing the VOC episodes, sickling, hemolysis with subsequent improvement in  anemia and patient’s symptoms (fatigue and sickle cell pain crisis) with a good safety profile 
- Vs. Adakveo, an efficacy profile that combines improvement in anemia with similar (potentially better) reduction in VOC crises; chronic inflammation improvement 
- Vs. Oxbryta, an efficacy profile that combines decreasing VOC crises with similar anemia improvement; chronic inflammation improvement; decreases the number of hospitalizations as well as their duration",Published,Angela.Dudda@sanofi.com,Angela.Dudda@sanofi.com,2024-11-01 12:38:00.000,2024-11-29 16:57:00.000
410,Our product is,Versus future SoC/Main Competitors,SAR444671_IND009,SAR444671,rilzabrutinib,"Etavopivat, Mitapivat, Inclaclumab

- Vs. Etavopivat, mitapivat, an efficacy profile that combines decreasing VOC crises with some anemia improvement; chronic inflammation improvement.
- Vs. Inclaclumab, a more convenient oral mode of administration and an overall better efficacy (rilza to confer both improvement in VOC and anemia) and safety profile
",Published,Angela.Dudda@sanofi.com,Angela.Dudda@sanofi.com,2024-11-01 12:38:00.000,2024-11-29 16:57:00.000
413,That will,Payers,SAR444671_IND009,SAR444671,rilzabrutinib,"- Reduce hospitalization due to VOCs and other clinical complications
- Improvement of productivity: patients will experience less missing work/school
- Reduction of concomitant drug used",Published,Angela.Dudda@sanofi.com,Angela.Dudda@sanofi.com,2024-11-01 12:38:00.000,2024-11-29 16:57:00.000
489,That will,Patients,SP0218_IND001,SP0218,vYF,"- Safe and durable protection against YF, a deadly disease when traveling to or residing in endemic countries. 
- Convenient schedule (1 IM or SC dose)
- Recorded though a certificate of vaccination required under the International Health Regulations, with the same duration of validity as current vaccines.
",Published,Nadege.Esteveny@sanofi.com,Nadege.Esteveny@sanofi.com,2024-11-28 11:49:00.000,2025-02-11 14:01:00.000
487,Our product is,Versus future SoC/Main Competitors,SP0218_IND001,SP0218,vYF,"versus current Sanofi Pasteur SoC: STAMARIL & YF-VAX) and versus competition for endemic segment​ (ie. Chumakov, Fiocruz and  Institut Pasteur Dakar):
- A unique and state-of-the-art YF vaccine based on vero cell, containing no allergens (antibiotics or egg proteins), free of raw material from animal or human origin, low DNA content.​
- Manufactured with a more robust and faster process to ensure sustainable supply as no longer dependent of the sourcing of specific pathogen-free eggs.​
- Based on the same live attenuated viral strain used for STAMARIL & YF-VAX, which have been proven safe and effective for more than 50 years​.",Published,Nadege.Esteveny@sanofi.com,Nadege.Esteveny@sanofi.com,2024-11-28 11:49:00.000,2025-02-11 14:01:00.000
519,For,,SP0290_IND001,SP0290,ExPec - Next Gen,"All individuals 60 and older as well as individuals 18+ with increased risks for developing E.coli sepsis (increased risks to be specified) 
",Published,Audrey.Toinon@sanofi.com,Audrey.Toinon@sanofi.com,2024-12-17 10:43:00.000,2024-12-17 10:44:00.000
521,Our product is,Versus current SoC,SP0290_IND001,SP0290,ExPec - Next Gen,"A Best-in-class vaccine for prevention of E.coli sepsis and Invasive E.coli Disease caused by the 15 of the most prevalent O-Antigens serotypes, including preventing hospitalizations, death and long-term consequences and non inferior to 9V benefits (including secondary endpoints). A vaccine that targets the serotypes most associated with multi-drug resistance, providing an important tool for AMR mitigation. 

- ExPEC 9V is the current SoP for E.coli sepsis prevention
- NextGen offers wider protection, covering more serotypes and preventing more cases 

",Published,Audrey.Toinon@sanofi.com,Audrey.Toinon@sanofi.com,2024-12-17 10:43:00.000,2024-12-17 10:44:00.000
525,That will,Payers,SP0290_IND001,SP0290,ExPec - Next Gen,"- Added value and reasonable price increase vs ExPEC9V
- Reduction of HCRU (Reduction of hospitalizations / Potential mitigation of the AMR risk and associated economic burden / Prevention of complications and sequelae)
- Impact on caregiver
- Impact on QoL and frailty 
- Long and sustained duration of protection
",Published,Audrey.Toinon@sanofi.com,Audrey.Toinon@sanofi.com,2024-12-17 10:43:00.000,2024-12-17 10:44:00.000
531,That will,Patients,SP0230_IND004,SP0230,MenPenta,"The better tolerability will reduce number of HCP visits and hospitalizations of infants due to fever
Protect children as young as 6 weeks of age from a potentially deadly disease, which will also help reassure parents
",Published,Lydie.Michaudet@sanofi.com,Lydie.Michaudet@sanofi.com,2024-12-19 10:40:00.000,2024-12-19 10:44:00.000
532,That will,Payers,SP0230_IND004,SP0230,MenPenta,"By offering broader protection against MenB strains, provide enhanced public health benefits by avoiding MenB disease and sequelae, including in outbreak situations
Fewer side-effect related hospitalizations as compared to SoC, especially in infants
",Published,Lydie.Michaudet@sanofi.com,Lydie.Michaudet@sanofi.com,2024-12-19 10:40:00.000,2024-12-19 10:44:00.000
546,That will,Payers,SAR445877_IND006,SAR445877,PD1xIL15,"Provides significantly improved mOS vs. SoC in a high unmet need population with limited options 
Double-branded nature of aCTLA4 combination may limit payer value and pricing opportunities in some key markets 
Provides added payer value by providing chemo sparing treatment option with improved AEs, potentially HRQoL, symptom, pain or other patient-relevant endpoint(s)
Final value proposition will be determined based on the clinical data package ",Published,Christine.Gobin-Janes@sanofi.com,Christine.Gobin-Janes@sanofi.com,2024-12-23 15:30:00.000,2024-12-23 15:33:00.000
687,For,,LC81263_IND001,LC81263,IL23R x IL23p19 peptide (LC81263),"Moderate-severe IBD: Crohn’s Disease 600K patients in the US, 400K patients in the EU; Ulcerative Colitis 660K patients in the US, 600K patients in the EU. 
",Draft,Kirsten.Grothe@sanofi.com,Kirsten.Grothe@sanofi.com,2025-03-06 09:47:00.000,2025-03-06 09:47:00.000
688,Who,,LC81263_IND001,LC81263,IL23R x IL23p19 peptide (LC81263),"Available therapies have low remission rates, lack durable remission, and many have significant safety concerns.  Only 25-40% of biologic-naïve patients achieve remission at induction (8-12 weeks).  And only 20-30% of patients will achieve and maintain remission at year 1.  Chronic illness and unpredictable flares lead to 50% of bio-treated patients receiving steroids and recurring hospitalizations.  

Patients cycle through “conventional treatments”, such as amino-salicylates (5 ASAs) and corticosteroids, before progressing to advanced treatment. Conventional therapies are less effective in Crohn’s vs UC, so Crohn’s patients move to advanced therapy faster.  TNF biologics maintain over 50% share in 1L advanced therapy before moving to other classes (biologic α4β7, biologic IL-23, biologic IL-12/23, oral JAK). 

",Draft,Kirsten.Grothe@sanofi.com,Kirsten.Grothe@sanofi.com,2025-03-06 09:47:00.000,2025-03-06 09:47:00.000
