ID,SOURCE_PKEY,BUSINESS_ID,PROJECT_CODE_CD,PROJECT_RESPONSIBLE,PROJECT_ORGANIZATION_TYPE,PROJECT_TYPE,PROJECT_SUBTYPE,PROJECT_NAME_NM,PROJECT_DESCRIPTION_DESC,PROJECT_CATEGORY,PROJECT_STATUS,PROJECT_STATUS_DETAILED,PROJECT_PHASE,MECHANISM_OF_ACTION,ACTIVE_SUBSTANCE_TYPE,ACTIVE_SUBSTANCE_SUB_TYPE,ORIGIN_OF_ACTIVE_SUBSTANCE,ORIGIN_COMPANY_OF_ACTIVE_SUBSTANCE,EXTERNAL_ACTIVE_SUBSTANCE_CODE,DATE_OF_AGREEMENT,BRAND_NAME_NM,INN,RA_CODE,ADDITIONAL_PROJECT_INFORMATION,RESEARCH_PROJECT_TARGET,RW_CLUSTER,SCREENING_ORIENTATION,SCREEN_TYPE,TARGET_RATIONALE,PROJECT_GLOBAL_OBJECTIVE,SOURCE_SYSTEM,CREATIONDATE_DT,LASTUPDATEDATE_DT,CREATEDBY,UPDATEDBY,SOURCE_OF_ORIGIN,STATE
7815,672361bef877cd45d636dd04,RES0000000028V,LC91204,,RESEARCH,Research,Research,,LC91204 - LH Inhibition,R,Cancelled,,PG,LH Inhibition,Other,NOTAPP PRIME Legacy Other,,,,,,,,,,,NOINFO,NOINFO,Missing from Migration,,MDM,2024-10-31 10:53:50.000,2025-09-25 12:05:54.000,Patrice.Darzens@sanofi.com.SAML4,Patrice.Darzens@sanofi.com.SAML4,PRIME,ACTIVE
7816,672361bef877cd45d636db8a,RES00000000287,LC91156,,RESEARCH,Research,Research,,LC91156 - Glycine Antagonist,R,Cancelled,,PG,Glycine Antagonist,Other,NOTAPP PRIME Legacy Other,,,,,,,,,,,NOINFO,NOINFO,Missing from Migration,,MDM,2024-10-31 10:53:50.000,2025-09-25 12:06:18.000,Patrice.Darzens@sanofi.com.SAML4,Patrice.Darzens@sanofi.com.SAML4,PRIME,ACTIVE
7817,672361a9f877cd45d636863e,RES0000000004N,LC00098,D2150,RESEARCH,Research,Research,,LC00098 - EGFR Antagonism,R,Cancelled,,PG,EGFR Antagonism,Other,NOTAPP PRIME Legacy Other,,,,,,,,,,,NOINFO,NOINFO,Missing from Migration,,MDM,2024-10-31 10:53:29.000,2025-09-25 12:04:55.000,Patrice.Darzens@sanofi.com.SAML4,Patrice.Darzens@sanofi.com.SAML4,PRIME,ACTIVE
7818,672361aff877cd45d6369c71,RES000000000OU,LC80692,U52,RESEARCH,Research,Research,,LC80692 - RNF111 Inhibition,R,Stopped,Stopped inactive,NOINFO,RNF111 Inhibition,Synthetic,CHEM,,,,,,,,"A collaboration with the Israel based company PROTEOLOGICS has been proposed and was accepted by the ExCom. Negotiations are in progress.. The project will be part of the E2C business case 'Innovative Approaches', which also includes 4 other ubiquitin ligases that were proposed for the collaboration with Proteologics.",,,TB,NOINFO,"Arkadia (HUGO symbol: RNF111) is a E3 ubiquitin ligase from the RING family. It ubiquitinates inhibitory Smads, as well as the repressor protein Ski and SnoN, leading to their degradation by the proteasome. Inhibitors of Arkadia should therefore down-regulate TGFbeta signaling and have beneficial effects in fibrosis.",,MDM,2024-10-31 10:53:35.000,2025-09-25 12:05:49.000,Patrice.Darzens@sanofi.com.SAML4,Patrice.Darzens@sanofi.com.SAML4,PRIME,ACTIVE
7819,672361b2f877cd45d636a908,RES000000000ZP,LC91179,D2140,RESEARCH,Research,Research,,LC91179 - MAOB Inhibition (SSR),R,Cancelled,,PG,MAOB Inhibition (SSR),Other,NOTAPP PRIME Legacy Other,,,,,,,,,,,NOINFO,NOINFO,Missing from Migration,,MDM,2024-10-31 10:53:38.000,2025-09-25 12:05:50.000,Patrice.Darzens@sanofi.com.SAML4,Patrice.Darzens@sanofi.com.SAML4,PRIME,ACTIVE
7820,672361bcf877cd45d636d39b,RES0000000020Y,LC81187,CJ,RESEARCH,Research,Research,,LC81187 - AAV - NPC1 Replacement,R,Stopped,Stopped inactive,M0M1,AAV - NPC1 Replacement,Biologics,GEN,,,,,,,,Start: 2018-Mar-23  #  Cluster: Metabolism & Muscle   #  Update 2019-Mar-25: Desc. modified from 'NPC1 Upregulation (Gene Therapy)' to 'AAV - NPC1 Replacement',,,NOINFO,NOINFO,Niemann-Pick Type C is caused by mutation in the gene encoding NPC1 causing an accumulation of free cholesterol (unesterified) in the lysosome and neurological degeneration.  NPC is always fatal and current treatments offer only modest results so NPC I is a clear unmet medical need.  The project strategy is to develop a vector expressing NPC1 that will cross the blood brain barrier following systemic delivery leading to overexpression of NPC1 and prevention of disease onset and progression.,,MDM,2024-10-31 10:53:48.000,2025-09-25 12:05:47.000,Patrice.Darzens@sanofi.com.SAML4,Patrice.Darzens@sanofi.com.SAML4,PRIME,ACTIVE
7821,672361b7f877cd45d636bd99,RES000000001I4,LC00351,D2130,RESEARCH,Research,Research,,LC00351 - KCNJ1 Blocking (chlorpropamide),R,Cancelled,,PG,KCNJ1 Blocking (chlorpropamide),Other,NOTAPP PRIME Legacy Other,,,,,,,,,,,NOINFO,NOINFO,Missing from Migration,,MDM,2024-10-31 10:53:43.000,2025-09-25 12:05:00.000,Patrice.Darzens@sanofi.com.SAML4,Patrice.Darzens@sanofi.com.SAML4,PRIME,ACTIVE
7822,674969577876342e1fd43748,RES0000000021H,LC81237,CF,RESEARCH,Research,Research,NKG2D x IL4 x IL13 mAb (LC81237),LC81237 - NKG2D x IL4 x IL13 mAb,R,Completed,Completed active,M1-M2,NKG2D x IL4 x IL13 mAb,Biologics,ANT,Internal,,,,,,,Start: 2019-Mar-08  #  Cluster: Type 2 Inflammation and Fibrosis CF1004,,CF1004,TB,NOINFO,"Targeting NKG2D, IL4 and IL13 allows targeting both IL-4 dependant and IL-4 independent pathways. Project Objectives include identifying via internal PHAGE and TRIANNI campaigns, a human anti-NKG2D mAb which will be contructed in CODV form with IL-4 x IL-13 backbone employed on other ACE molecules.",,MDM,2024-11-29 07:12:23.000,2026-01-24 05:05:04.000,cloudadmin@sanofi.com.doCDGC.prod,cloudadmin@sanofi.com.doCDGC.prod,PRIME,ACTIVE
7823,672361b9f877cd45d636ca22,RES000000001SL,LC80264,D2150,RESEARCH,Research,Research,,LC80264 - JAK3 Inhibition,R,Cancelled,,TVAD,JAK3 Inhibition,Synthetic,CHEM,,,,,,,,"Ex SA target before the merger, was put on hold in 2005 (portfolio prioritization)",,,TB,HTS,"Janus kinase 3, a tyrosine kinase phosphorylates and activates STAT cascade (STAT3). Activated by cytokines IL2, IL4, IL9 and IL13, serves in Lymphocyte activation and  proliferation, a negative regulator of apoptosis. Marker in leukemia, and atopic dermatitis; mutations cause severe combined immune deficiency.",,MDM,2024-10-31 10:53:45.000,2025-09-25 12:06:17.000,Patrice.Darzens@sanofi.com.SAML4,Patrice.Darzens@sanofi.com.SAML4,PRIME,ACTIVE
7824,672361b7f877cd45d636c0a8,RES000000001K7,LC10316,U32,RESEARCH,Research,Research,,LC10316 - PPARd Agonism (MET),R,Stopped,Stopped inactive,PG,PPARd Agonism (MET),Synthetic,CHEM,,,,,,,,"Chemistry in MET & CNSDeleted comment in official name and one external collaboration, which is completed (team's request, May 25, 2007).",,,TB,HTS,"Activation of PPARdelta improves key parameters in lipid and glucose homeostasis among them HDL, free fatty acids, triglycerides, blood glucose, HbA1c and body weight. PPARdelta is highly validated by multiple knockout and transgenic mouse models",,MDM,2024-10-31 10:53:43.000,2025-09-25 12:05:15.000,Patrice.Darzens@sanofi.com.SAML4,Patrice.Darzens@sanofi.com.SAML4,PRIME,ACTIVE
7825,672361bbf877cd45d636cee2,RES000000001WV,LC80639,U31,RESEARCH,Research,Research,,LC80639 - IDH1/IDH2 Inhibition,R,Stopped,Stopped inactive,NOINFO,IDH1/IDH2 Inhibition,Synthetic,CHEM,,,,,,,,"External Partner : Regeneron Pharmaceuticals, Inc.",,,TB,NOINFO,"Target is IDH1/2, specifically the mutated form IDH(R132H) and IDH2(R172K).Frequent somatic codon 132 (R132) mutation in isocitrate dehydrogenase 1 gene (IDH1), as well as in the closely related IDH2 gene were found in 70%-100% of progressive gliomas and",,MDM,2024-10-31 10:53:47.000,2025-09-25 12:05:51.000,Patrice.Darzens@sanofi.com.SAML4,Patrice.Darzens@sanofi.com.SAML4,PRIME,ACTIVE
7826,672361aff877cd45d6369df2,RES000000000PP,LC80813,U48,RESEARCH,Research,Research,,LC80813 - AMD1 Inhibition,R,Stopped,Stopped inactive,PG,AMD1 Inhibition,Synthetic,CHEM,,,,,,,,External Partner : National Institute of Health (NIH),,,TB,HTS,AdoMetDC = AMD1 (HUGO symbol) = S-adenosylmethionine decarboxylase inhibitors as trypanocidal compound,,MDM,2024-10-31 10:53:35.000,2025-09-25 12:05:50.000,Patrice.Darzens@sanofi.com.SAML4,Patrice.Darzens@sanofi.com.SAML4,PRIME,ACTIVE
7827,672361aaf877cd45d6368af7,RES0000000008Q,LC01005,D2130,RESEARCH,Research,Research,,LC01005 - MET Programme,R,Cancelled,,NOINFO,MET Programme,Other,GPUR,,,,,,,,,,,NOTAPP,NOTAPP,,,MDM,2024-10-31 10:53:30.000,2025-09-25 12:05:35.000,Patrice.Darzens@sanofi.com.SAML4,Patrice.Darzens@sanofi.com.SAML4,PRIME,ACTIVE
7828,67496952235f773343328bff,RES000000000TB,LC81308,CI,RESEARCH,Research,Research,PIK3CA : H1047R sm (LC81308),LC81308 - PIK3CA : H1047R sm,R,Stopped,Stopped inactive,M0-M1,PIK3CA : H1047R sm,Synthetic,SM,Internal,,,,,,,START: 21.6.2021 M0 taken.  //  CLUSTER: Molecular Oncology CI1009. NOTE: DEL screening will be performed with WuXi,,CI1009,TB,HMS,"Clinical efficacy of PI3Kα inhibitors has been demonstrated in HR+ BC, but limited by on-target toxicity due to WT PI3Kα inhibition. The project goal is to develop a PIK3CA:H1047R mutant–selective inhibitor/degrader to avoid on-target toxicity/significantly increase clinical activity. H1047R mutant-specific druggable pockets have been identified.",,MDM,2024-11-29 07:12:18.000,2026-01-24 05:05:05.000,cloudadmin@sanofi.com.doCDGC.prod,cloudadmin@sanofi.com.doCDGC.prod,PRIME,ACTIVE
7829,672361c1f877cd45d636e980,RES000000002JW,XC01056,U45,RESEARCH,Research,Research,,XC01056 - Anti-DLK-1 mAb,R,Stopped,Stopped inactive,NOINFO,Anti-DLK-1 mAb,Biologics,ANT,,,,,,,,,,,TB,NOINFO,"High expression of DLK-1 mRNA and protein in human liver cancer (not in animal liver).  Enhancement of tumorigenesis by DLK-1 gene overexpression (liver cancer cell, xenograft model).  Loss of function of DLK-1 by siRNA inhibits tumorigenesis (liver cancer cell, xenograft model).  Increased soluble DLK-1 in cancer patients serum (liver cancer, SCLC, neuroblastoma).",,MDM,2024-10-31 10:53:53.000,2025-09-25 12:05:34.000,Patrice.Darzens@sanofi.com.SAML4,Patrice.Darzens@sanofi.com.SAML4,PRIME,ACTIVE
7830,672361b9f877cd45d636c8a2,RES000000001RR,LC80205,D2180,RESEARCH,Research,Research,,LC80205 - IR Phosphoreproteome,R,Cancelled,,PR,IR Phosphoreproteome,Other,NINF PRIME Legacy Other,,,,,,,,,,,PT,NOTAPP,,,MDM,2024-10-31 10:53:45.000,2025-09-25 12:05:41.000,Patrice.Darzens@sanofi.com.SAML4,Patrice.Darzens@sanofi.com.SAML4,PRIME,ACTIVE
7831,672361acf877cd45d6368fb6,RES000000000CZ,LC30534,U44,RESEARCH,Research,Research,,LC30534 - ABCG4 Modulation,R,Cancelled,,TVAD,ABCG4 Modulation,Synthetic,CHEM,,,,,,,,former Leading Department: CNS,,,PT,HMS,"ABCG4 is a cholesterol transporter expressed specifically in the brain. . In vitro overexpression of ABCG4 in a cellular model reduces cellular cholesterol content through increased cholesterol efflux. In an APP producing cell line, transient ABCG4 overexpression specifically reduces Abeta production and increases soluble APPalpha.  . ABCG4-ko mice demonstrate a brain-specific increase in cholesterol synthesis, further emphasizing ABCG4 role in vivo. Modulation of cholesterol homeostasis in the brain is expected to modify the Ab production or accumulation. . The cholesterol transport function of AGCG4 was demonstrated in a cellular assay using either fluorescent cholesterol derivate or a cholesterol-binding protein as probes. We propose to optimize this cellular assay to set-up a cellular phenotypic screen using fluorescence imaging.",,MDM,2024-10-31 10:53:31.000,2025-09-25 12:05:26.000,Patrice.Darzens@sanofi.com.SAML4,Patrice.Darzens@sanofi.com.SAML4,PRIME,ACTIVE
7832,672361bbf877cd45d636d203,RES000000001ZG,LC80961,CJ,RESEARCH,Research,Research,,LC80961 - Anti-FGFR3 mAb,R,Completed,Completed inactive,M1M2,Anti-FGFR3 mAb,Biologics,ANT,,,,,,,,Proposed M1: Q4/14,,,TB,NOINFO,"FGFR3 is one of many physiological regulators of linear growth. It normally functions as an inhibitor, acting negatively on both proliferation and terminal differentiation of growth plate chondrocytes. . The FGFR3 mutations associated with chondrodysplasias can be classified in three main categories: extracellular, transmembrane and intracellular tyrosine kinase domain mutations. Based on the prevalence of the different chondrodysplasias and the frequency of the specific mutations, about 55% of patients have mutations in the transmembrane domain, 25% in the extracellular domain and ~20% in the intracellular kinase domain ] Kinase domain FGFR3 mutations increase catalytic activity independently of receptor dimerization by disengaging the molecular brake at the kinase hinge region.. Several mouse models with knock-in FGFR3 mutations have been generated to recapitulate the human disease. These animals show a narrowing of the growth plates of vertebrae and long bones, a decrease in the height of proliferative and hypertrophic zones of the growth plate as well as an overall dwarf phenotype. Therefore, inhibition or attenuation of FGFR3 signaling in the growth plate should correct the skeletal abnormalities characteristic of the disease.. Although FGFR3 is broadly expressed, its actions are specific to the chondrocytes regulating endochondral bone growth. This is evident by Fgfr3 null mice where homozygous mice are viable, and the major phenotype observed is skeletal overgrowth. In addition, it has been shown that FGFR3 gene is not essential for embryonic or postnatal survival.",,MDM,2024-10-31 10:53:47.000,2025-09-25 12:05:49.000,Patrice.Darzens@sanofi.com.SAML4,Patrice.Darzens@sanofi.com.SAML4,PRIME,ACTIVE
7833,672361bef877cd45d636dd20,RES0000000029N,LC91253,D2260,RESEARCH,Research,Research,,LC91253 - pKa Determination,R,Cancelled,,PG,pKa Determination,Other,NINF PRIME Legacy Other,,,,,,,,,,,NOTAPP,NOTAPP,,,MDM,2024-10-31 10:53:50.000,2025-09-25 12:06:17.000,Patrice.Darzens@sanofi.com.SAML4,Patrice.Darzens@sanofi.com.SAML4,PRIME,ACTIVE
7834,672361b3f877cd45d636ac25,RES00000000126,RC00788,U62,RESEARCH,Prospective,Prospective,,RC00788 - MIT Flow Chemistry: Exploratory Research,R,Stopped,Stopped inactive,PM0,MIT Flow Chemistry: Exploratory Research,Other,GPUR,,,,,,,,"after merging with ""SMRPD Exploratory Work - ChemResearch I"" (RC00785) program phase ""stopped inactive""",,,NOTAPP,NOTAPP,,,MDM,2024-10-31 10:53:39.000,2025-09-25 12:05:29.000,Patrice.Darzens@sanofi.com.SAML4,Patrice.Darzens@sanofi.com.SAML4,PRIME,ACTIVE
7835,672361b2f877cd45d636aa9b,RES00000000112,LC91297,,RESEARCH,Research,Research,,LC91297 - Virologie,R,Cancelled,,PG,Virologie,Other,NOTAPP PRIME Legacy Other,,,,,,,,,,,NOINFO,NOINFO,,,MDM,2024-10-31 10:53:38.000,2025-09-25 12:05:32.000,Patrice.Darzens@sanofi.com.SAML4,Patrice.Darzens@sanofi.com.SAML4,PRIME,ACTIVE
7836,672361b8f877cd45d636c24e,RES000000001M3,LC20471,D2140,RESEARCH,Research,Research,,LC20471 - SZ/BPD Genomics,R,Cancelled,,PG,SZ/BPD Genomics,Other,NOTAPP PRIME Legacy Other,,,,,,,,,,,NOINFO,NOINFO,,,MDM,2024-10-31 10:53:44.000,2025-09-25 12:06:02.000,Patrice.Darzens@sanofi.com.SAML4,Patrice.Darzens@sanofi.com.SAML4,PRIME,ACTIVE
7837,672361aef877cd45d6369ac9,RES000000000MW,LC80525,D2120,RESEARCH,Research,Research,,LC80525 - UNC5B Antagonism,R,Cancelled,,PR,UNC5B Antagonism,Synthetic,CHEM,,,,,,,,,,,TB,NOINFO,"Unc5B receptor was initially characterized to be involved in neuronal guidance. It has more recently been shown to be involved in vessel guidance during early development. This receptor is also decribed to be involved in pathology as tumoral angiogenesis. Its ligand, Netrin-1 is involved in many disorders as renal ischemia-reperfusion, tumor growth and high limb ischemia. Our current work is to define the importance and the mechanism involving Unc5b in pathological angiogenesis and evaluate its relevance as a therapeutic target.",,MDM,2024-10-31 10:53:34.000,2025-09-25 12:06:14.000,Patrice.Darzens@sanofi.com.SAML4,Patrice.Darzens@sanofi.com.SAML4,PRIME,ACTIVE
7838,672361a8f877cd45d6368181,RES0000000000G,BB00003,D2140,RESEARCH,Research,Scientific,,,R,Cancelled,,NOTAPP,Building Blocks - CNS VA,Other,GPUR,,,,,,,,,,,NOTAPP,NOTAPP,,,MDM,2024-10-31 10:53:28.000,2025-09-25 12:06:14.000,Patrice.Darzens@sanofi.com.SAML4,Patrice.Darzens@sanofi.com.SAML4,PRIME,ACTIVE
7839,672361b8f877cd45d636c3e8,RES000000001NN,LC30551,U31,RESEARCH,Research,Research,,LC30551 - EPHA2-Maytansin ADC,R,Stopped,Stopped inactive,M1M2,EPHA2-Maytansin ADC,Biologics,BIOTH,,,,,,,,SAR270696 (back-up cmpd of SAR229040 ) on hold since Oct-13 (communicated in Oct-13 Oncology MR),,,TB,NOINFO,"EphA2  is  a receptor binding Ephrins  that is expressed on the surface of several types of solid tumors.  By targeting the toxin to the tumor cells,  EphA2 antibody-drug conjugates (ADC) selected in the project would have a potential to display a higher ",,MDM,2024-10-31 10:53:44.000,2025-09-25 12:05:03.000,Patrice.Darzens@sanofi.com.SAML4,Patrice.Darzens@sanofi.com.SAML4,PRIME,ACTIVE
7840,672361bbf877cd45d636d1fe,RES000000001ZB,LC80945,U48,RESEARCH,Research,Research,,LC80945 - GLD52 - MS (Anti-CD52 mAb),R,Legacy,,PG,GLD52 - MS (Anti-CD52 mAb),Biologics,BIOTH,,,,,,,,,,,TB,NOTAPP,Genzyme Development compound: GZ402668,,MDM,2024-10-31 10:53:47.000,2025-09-25 12:05:18.000,Patrice.Darzens@sanofi.com.SAML4,Patrice.Darzens@sanofi.com.SAML4,PRIME,ACTIVE
7841,672361adf877cd45d63695f7,RES000000000I4,LC80177,D2150,RESEARCH,Research,Research,,LC80177 - CXCR4 Antagonism,R,Cancelled,,PR,CXCR4 Antagonism,Synthetic,CHEM,,,,,,,,First in indication.Target discontinued because of advanced competition in clinics. In-licensing possibility will be explored.,,,TB,HTS,"Elevated CXCR4 expression is linked to metastasis, tumor grade and prognosis,",,MDM,2024-10-31 10:53:33.000,2025-09-25 12:06:20.000,Patrice.Darzens@sanofi.com.SAML4,Patrice.Darzens@sanofi.com.SAML4,PRIME,ACTIVE
7842,672361b5f877cd45d636b599,RES000000001AE,XC01143,DB,RESEARCH,Research,Research,,XC01143 - EHR2EDC unavailable,R,Cancelled,Ongoing,OT,EHR2EDC unavailable,NOTAPP,NAPP,,Johnson & Johnson,,,,,,wrong code typ  #  Start: 2018-Feb-12  #  apart from Janssen there are UCB S.A. as well as AstraZeneca involved in this project whereas Janssen has the Major part,,,NOTAPP,NOTAPP,"EHR2EDC = Electronic Health Records to (2) Electronic Data Capture (Systems). The main goal of the EHR2EDC project is to reduce the amount of manual data entry in the eCRF by the site staff. This can be achieved by transferring at least 15% of the data usually manually entered, automatically in the eCRF or EDC. By this approach, we hope to accelerate the access to innovative treatments to European citizens.",,MDM,2024-10-31 10:53:41.000,2025-09-25 12:06:21.000,Patrice.Darzens@sanofi.com.SAML4,Patrice.Darzens@sanofi.com.SAML4,PRIME,ACTIVE
7843,672361b9f877cd45d636ca13,RES000000001S6,LC80240,D2140,RESEARCH,Research,Research,,LC80240 - TRAAK Opening,R,Cancelled,,PR,TRAAK Opening,Synthetic,CHEM,,,,,,,,,,,TB,NOINFO,Missing from Migration,,MDM,2024-10-31 10:53:45.000,2025-09-25 12:06:12.000,Patrice.Darzens@sanofi.com.SAML4,Patrice.Darzens@sanofi.com.SAML4,PRIME,ACTIVE
7844,672361b6f877cd45d636ba59,RES000000001EO,LC00052,D2110,RESEARCH,Research,Research,,LC00052 - PDE3 Inhibition,R,Cancelled,,PG,PDE3 Inhibition,Other,NOTAPP PRIME Legacy Other,,,,,,,,,,,NOINFO,NOINFO,Missing from Migration,,MDM,2024-10-31 10:53:42.000,2025-09-25 12:05:21.000,Patrice.Darzens@sanofi.com.SAML4,Patrice.Darzens@sanofi.com.SAML4,PRIME,ACTIVE
7845,672361a9f877cd45d636830b,RES0000000001K,CL00027,D2260,RESEARCH,Research,Scientific,,,R,Cancelled,,NOTAPP,Benzimidazoles,Other,GPUR,,,,,,,,Project entries migrated from SARchem,,,NOTAPP,NOTAPP,,,MDM,2024-10-31 10:53:28.000,2025-09-25 12:05:13.000,Patrice.Darzens@sanofi.com.SAML4,Patrice.Darzens@sanofi.com.SAML4,PRIME,ACTIVE
7846,672361adf877cd45d63695f9,RES000000000I6,LC80180,D2140,RESEARCH,Research,Research,,LC80180 - Dialysis Osanetant Sec. of NKB,R,Cancelled,,PR,Dialysis Osanetant Sec. of NKB,Other,NINF PRIME Legacy Other,,,,,,,,,,,PT,NOINFO,,,MDM,2024-10-31 10:53:33.000,2025-09-25 12:05:10.000,Patrice.Darzens@sanofi.com.SAML4,Patrice.Darzens@sanofi.com.SAML4,PRIME,ACTIVE
7847,674969b97876342e1fd48a95,RES000000002GW,RC01337,CH,RESEARCH,Prospective,Prospective,Neurodegenerative Diseases Exploratory Research (RC01337),RC01337 - Neurodegenerative Diseases Exploratory Research,R,Ongoing,Ongoing,Pre-M0,Neurodegenerative Diseases Exploratory Research,NOTAPP,NAPP,,,,,,,,START: 01-Jul-22. CLUSTER: CH1003 ,,CH1003,PT,MTS,"This code will be used for exploratory research, new target credentialling",,MDM,2024-11-29 07:14:01.000,2026-01-24 05:05:07.000,cloudadmin@sanofi.com.doCDGC.prod,cloudadmin@sanofi.com.doCDGC.prod,PRIME,ACTIVE
7848,672361bff877cd45d636e1c2,RES000000002D3,RC01038,U21,RESEARCH,Prospective,Prospective,,RC01038 - LAPASO (EU),R,Stopped,Stopped inactive,PM0,LAPASO (EU),Other,GPUR,,,,,,,,,,,NOTAPP,NOTAPP,Projet Européen FP7 - Evaluation of devices for the identification of infectious agents in body samples,,MDM,2024-10-31 10:53:51.000,2025-09-25 12:06:06.000,Patrice.Darzens@sanofi.com.SAML4,Patrice.Darzens@sanofi.com.SAML4,PRIME,ACTIVE
7849,672361b0f877cd45d636a117,RES000000000SE,LC81232,CO,RESEARCH,Research,Research,,LC81232 - Upregulation of FIX (Lenti-Viral Gene Therapy),R,Stopped,Stopped active,M1M2,Upregulation of FIX (Lenti-Viral Gene Therapy),Biologics,GEN,,,,,,,,Start: 2019-Feb-01  #   Cluster: Gene Therapy Research (CN2004)  #  This program falls under the Rare Blood Disorder Research TA- the program is in the M1-M2 phase with an M2 planned in November 2019 (Post-PCS).  #  Entry into the Research Portfolio without Milestone.,,,NOINFO,NOINFO,Liver targeted lenti-viral gene therapy for the treatment of Hemophilia B. Using Lenti-viral vector as a delivery vehicle to introduce a functional FIX transgene into the liver of patients to achieve synthesize of FIX protein in liver hepatocytes. Overall the goal is to establish 12-150% of normal circulating FIX activity level by intravenous delivery based lenti-vrial gene therapy to achieve life long cure for Hemophilia B.,,MDM,2024-10-31 10:53:36.000,2025-09-25 12:05:04.000,Patrice.Darzens@sanofi.com.SAML4,Patrice.Darzens@sanofi.com.SAML4,PRIME,ACTIVE
7850,672361aaf877cd45d6368af1,RES0000000008K,LC00418,D2120,RESEARCH,Research,Research,,LC00418 - Direct Thrombin Inhibitor,R,Cancelled,,PG,Direct Thrombin Inhibitor,Other,NOTAPP PRIME Legacy Other,,,,,,,,,,,NOINFO,NOINFO,Missing from Migration,,MDM,2024-10-31 10:53:30.000,2025-09-25 12:06:12.000,Patrice.Darzens@sanofi.com.SAML4,Patrice.Darzens@sanofi.com.SAML4,PRIME,ACTIVE
7851,672361c1f877cd45d636e97e,RES000000002JU,XC01030,U46,RESEARCH,Research,Research,,XC01030 - Primed Mesenchymal Stromal Cells,R,Stopped,Stopped inactive,NOINFO,Primed Mesenchymal Stromal Cells,Biologics,BIOTH,,,,,,,,"OPM: Anne Barbot, Team Member: Anne-Marie LE-NOURStarget and effect : Adhesion receptors (SELPG and/or ITGAL/ and or Lewis X) - activation of their expressionXC code",,,PT,NOINFO,"Allogeneic human primed MSCs. This research project aims to develop allogeneic human primed MSCs as an innovative solution for immunomodulation to treat auto-immune diseases (such as SLE/LN or SPMS). Conditions for improved homing and/or priming will be evaluated and optimized. These ""primed MSC"" and their therapeutic efficacy will be evaluated in relevant pathological inflamed animal models (such as MRL/lpr mouse model).",,MDM,2024-10-31 10:53:53.000,2025-09-25 12:06:01.000,Patrice.Darzens@sanofi.com.SAML4,Patrice.Darzens@sanofi.com.SAML4,PRIME,ACTIVE
7852,672361abf877cd45d6368ca5,RES000000000AU,LC20099,D2150,RESEARCH,Research,Research,,LC20099 - CCR2b Antagonism,R,Cancelled,,PG,CCR2b Antagonism,Synthetic,CHEM,,,,,,,,Chemistry in Onco.Reasons for discontinuation : high competition; no activity in preliminary Onco models found for an optimized compound. External Partner : University of Milan | Cerep | (External Collaborator NOS),,,TB,HTS,"MCP-1 and CCR2 are implicated in the pathophysiology of a wide variety of inflammatory disorders like sclerosis, arthritis, atherosclerosis, asthma, AIDS?Evidence for this involvement comes from studies showing that elevated MCP-1 expression correlates with leukocyte infiltration in vivo. The use of neutralizing antibodies or animal lacking CCR2 underlines the importance of this target.",,MDM,2024-10-31 10:53:31.000,2025-09-25 12:06:15.000,Patrice.Darzens@sanofi.com.SAML4,Patrice.Darzens@sanofi.com.SAML4,PRIME,ACTIVE
7853,672361bbf877cd45d636ced1,RES000000001WE,LC80602,U43,RESEARCH,Research,Research,,LC80602 - Anti-OSM mAb,R,Stopped,Stopped inactive,PP,Anti-OSM mAb,Biologics,BIOTH,,,,,,,,Further Indication: Delayed Graft Function,,,TB,NOTAPP,"OSM expression is up-regulated in several fibrotic diseases including IPF. It induces pro-fibrotic effects independently of its pro-inflammatory effects through OSM and LIF receptors.. Blocking OSM with specific biotherapeutic Antibodies, may be an option for the treatment of fibrotic diseases.",,MDM,2024-10-31 10:53:47.000,2025-09-25 12:05:26.000,Patrice.Darzens@sanofi.com.SAML4,Patrice.Darzens@sanofi.com.SAML4,PRIME,ACTIVE
7854,672361c1f877cd45d636e978,RES000000002JO,XC00855,U45,RESEARCH,Research,Research,,XC00855 - Anti-CACNA2D1 mAb,R,Stopped,Stopped inactive,NOINFO,Anti-CACNA2D1 mAb,Biologics,ANT,,,,,,,,"Internal collaboration with DPU E2C and SCP Biologics.Antibodies and antibody-derived, Other binding scaffolds",,,TB,NOTAPP,CACNA2/d1 is the first and the only one calcium channel protein by far discovered to be involved in cancer cell proliferation. This project is to validate the monoclonal antibody 1B50-1 (discovered in Beijing Cancer Hospital (BCH)) against this novel calcium channel protein and to evaluate the potential of this Ab for treating HCC.,,MDM,2024-10-31 10:53:53.000,2025-09-25 12:05:49.000,Patrice.Darzens@sanofi.com.SAML4,Patrice.Darzens@sanofi.com.SAML4,PRIME,ACTIVE
